quarter,runway_months,funding_stage,revenue_monthly_k,burn_rate_monthly_k,founder_experience,founder_background,sector,milestones_completed,staff_count,equity_given,outcome
7,4.9,bootstrap,22.55,49.79,6,first_time,Fintech,2,1,3.0,0
6,36.0,bootstrap,55.82,36.76,14,first_time,Fintech,1,0,0.5,0
3,36.0,angels,64.37,51.81,12,business,Fintech,2,2,10.8,0
4,36.0,bootstrap,75.55,38.08,11,technical,E-commerce,0,1,3.6,1
7,36.0,angels,165.7,24.6,11,business,Fintech,1,3,11.5,1
2,17.0,bootstrap,18.65,40.88,15,technical,E-commerce,0,0,4.0,1
7,36.0,series_b,226.52,97.4,5,first_time,Healthtech,2,4,40.8,1
8,9.8,bootstrap,18.88,48.39,5,business,Fintech,1,1,1.9,0
6,14.9,angels,0.11,59.09,11,business,SaaS,1,2,11.9,0
3,36.0,bootstrap,157.11,31.97,4,first_time,AI,1,1,2.4,1
5,13.4,bootstrap,25.39,50.49,13,first_time,E-commerce,1,1,2.1,0
1,4.1,bootstrap,18.31,30.61,1,first_time,E-commerce,0,1,1.9,0
8,10.6,bootstrap,2.55,38.71,14,business,Fintech,2,1,1.6,0
3,12.6,bootstrap,8.35,30.33,6,first_time,AI,0,0,0.1,1
1,14.2,angels,18.71,56.93,1,first_time,SaaS,1,2,13.1,0
7,36.0,seed,108.31,59.35,10,technical,Healthtech,2,2,22.4,0
6,36.0,bootstrap,59.41,59.71,5,first_time,Healthtech,1,1,1.9,0
5,9.9,angels,4.38,80.26,5,technical,AI,1,2,11.1,0
1,36.0,angels,58.81,63.11,8,business,AI,0,2,14.5,1
7,4.5,bootstrap,2.68,58.12,9,first_time,Fintech,2,0,1.2,1
6,36.0,angels,23.7,26.91,3,business,Healthtech,3,1,14.6,1
7,36.0,bootstrap,145.77,20.0,1,business,Fintech,3,0,1.1,1
7,36.0,bootstrap,27.96,30.18,7,first_time,E-commerce,2,1,4.9,0
2,36.0,angels,40.73,50.62,6,first_time,Fintech,0,2,12.1,1
2,36.0,series_b,324.76,92.03,9,technical,E-commerce,2,2,42.7,1
8,36.0,series_b,180.27,70.37,12,first_time,E-commerce,3,3,41.5,1
5,26.7,series_b,43.24,112.27,10,technical,Healthtech,2,3,44.7,0
4,18.9,angels,48.08,82.31,2,first_time,AI,0,2,11.4,0
3,16.3,bootstrap,23.97,54.21,15,business,AI,2,1,3.7,0
6,16.7,bootstrap,24.25,51.28,11,first_time,AI,0,1,0.1,1
7,5.9,bootstrap,11.43,38.39,1,technical,Healthtech,0,0,2.8,0
1,36.0,bootstrap,30.29,22.36,12,first_time,Healthtech,1,1,3.7,0
5,5.5,bootstrap,15.86,36.09,14,technical,E-commerce,0,2,2.4,0
8,36.0,angels,145.2,81.58,9,first_time,E-commerce,3,2,13.2,1
3,6.3,bootstrap,8.82,29.72,13,first_time,Fintech,1,0,3.8,0
3,36.0,bootstrap,31.25,28.18,14,business,Fintech,2,1,2.5,1
8,36.0,seed,93.67,81.61,15,business,Healthtech,3,1,21.1,1
1,12.2,angels,27.04,67.61,15,business,Healthtech,0,0,12.0,1
4,36.0,series_a,24.56,67.28,3,technical,Fintech,3,2,33.7,1
4,9.6,bootstrap,2.54,31.08,1,business,AI,1,3,1.4,0
7,36.0,angels,59.11,42.47,10,technical,AI,2,2,13.2,1
2,23.0,bootstrap,15.24,36.05,11,business,E-commerce,0,0,0.7,1
4,23.4,angels,36.7,66.56,9,first_time,Fintech,1,0,14.7,0
2,36.0,bootstrap,14.03,22.94,4,business,Healthtech,1,0,3.0,0
7,9.3,bootstrap,3.87,51.34,15,business,E-commerce,2,0,2.3,0
6,36.0,seed,53.63,66.52,7,business,E-commerce,2,2,24.1,1
4,2.4,bootstrap,0.43,69.89,12,technical,SaaS,1,2,4.0,0
4,7.5,bootstrap,12.86,39.78,10,technical,Healthtech,0,0,0.5,1
2,36.0,series_b,107.75,93.55,14,first_time,AI,2,3,41.5,1
8,36.0,bootstrap,66.31,43.62,11,first_time,E-commerce,2,1,2.3,0
6,16.9,angels,7.98,44.94,10,first_time,E-commerce,1,1,11.7,0
3,36.0,angels,52.3,23.07,13,business,Fintech,0,2,11.6,0
4,6.7,bootstrap,12.2,31.39,1,first_time,Fintech,0,2,1.8,1
6,36.0,angels,94.57,46.16,11,first_time,Healthtech,1,1,10.7,0
6,20.6,bootstrap,7.5,20.0,9,business,SaaS,0,0,0.6,0
4,36.0,seed,46.27,63.9,12,business,Healthtech,2,2,21.3,1
3,36.0,bootstrap,34.96,20.0,4,technical,AI,1,0,0.4,1
6,6.2,bootstrap,11.51,29.78,9,business,Fintech,0,2,2.6,1
6,36.0,bootstrap,44.32,38.65,5,technical,Healthtech,2,2,0.8,1
5,17.5,series_a,7.87,81.45,2,technical,E-commerce,3,4,30.3,0
1,35.9,seed,24.82,58.83,9,business,AI,3,2,24.2,0
4,22.3,series_b,3.58,93.72,1,technical,Healthtech,2,3,42.9,0
5,36.0,seed,114.98,53.24,2,technical,AI,2,3,24.5,1
8,36.0,seed,45.48,65.16,8,business,E-commerce,2,2,24.9,1
5,36.0,angels,50.52,50.87,14,technical,Fintech,1,3,13.0,0
3,22.7,series_a,10.54,66.5,11,first_time,Fintech,2,4,34.0,1
5,36.0,angels,48.98,54.02,1,first_time,Healthtech,1,2,10.8,0
2,16.2,angels,18.34,53.92,2,technical,E-commerce,2,0,13.5,0
1,36.0,seed,92.79,62.51,7,technical,SaaS,2,3,22.7,0
6,8.0,angels,20.16,86.32,7,first_time,Fintech,2,3,13.4,0
8,21.5,bootstrap,13.42,32.89,1,technical,E-commerce,2,1,0.5,1
7,36.0,angels,29.88,45.81,4,business,E-commerce,3,2,14.7,0
5,36.0,bootstrap,156.41,28.66,2,business,SaaS,1,0,2.1,1
1,36.0,series_a,232.97,65.44,9,technical,AI,1,2,33.9,1
8,8.2,angels,1.08,60.29,10,first_time,E-commerce,2,1,15.0,0
4,36.0,series_a,48.22,69.71,6,business,Healthtech,1,3,34.4,1
3,36.0,angels,125.91,41.48,9,first_time,SaaS,2,1,11.6,1
8,36.0,seed,75.66,56.93,4,business,AI,1,2,22.0,0
6,36.0,bootstrap,35.87,20.23,13,first_time,E-commerce,1,1,3.2,1
6,36.0,series_b,36.42,68.73,1,first_time,Healthtech,3,4,42.7,1
3,20.1,angels,5.38,43.06,8,technical,Fintech,1,2,12.1,0
8,1.8,bootstrap,8.19,48.1,5,first_time,Fintech,0,0,3.3,1
4,36.0,bootstrap,88.9,37.95,7,business,Fintech,2,1,4.5,0
5,11.7,bootstrap,22.96,58.41,8,technical,E-commerce,0,1,1.5,1
7,19.7,angels,31.34,61.26,10,technical,SaaS,1,3,10.6,1
6,36.0,seed,87.58,72.86,14,first_time,E-commerce,1,4,23.4,1
2,36.0,series_b,167.49,123.24,9,technical,Healthtech,3,4,42.9,1
3,36.0,seed,100.13,63.54,4,business,Fintech,0,3,24.5,1
3,24.3,angels,23.85,50.95,8,first_time,SaaS,1,0,13.7,1
8,36.0,angels,286.03,49.83,8,business,E-commerce,2,2,12.0,1
6,17.3,series_a,29.61,103.16,13,business,SaaS,1,4,33.2,0
3,36.0,series_a,245.86,80.04,9,business,Healthtech,2,4,34.3,1
6,20.6,bootstrap,15.44,25.28,14,business,AI,1,0,1.7,0
6,36.0,series_b,128.24,103.82,10,first_time,SaaS,3,3,40.1,1
4,36.0,angels,57.04,37.76,9,first_time,SaaS,0,2,13.1,1
4,23.0,series_a,20.87,88.0,5,first_time,Fintech,2,3,30.1,1
8,34.9,series_b,48.47,101.21,4,technical,E-commerce,2,2,44.7,1
5,36.0,seed,94.08,62.16,2,business,Fintech,1,3,20.8,0
2,36.0,bootstrap,47.52,43.49,9,business,E-commerce,1,1,1.9,1
6,36.0,angels,51.04,27.68,14,business,AI,1,1,14.7,1
5,36.0,bootstrap,67.98,37.44,1,technical,SaaS,0,1,0.4,1
5,36.0,seed,52.45,58.06,15,technical,SaaS,3,3,20.0,1
6,2.1,bootstrap,13.04,77.93,13,technical,Fintech,1,2,0.5,0
8,36.0,seed,154.2,67.34,7,first_time,SaaS,3,2,24.9,1
3,21.9,series_a,5.01,71.05,5,first_time,E-commerce,3,3,34.9,0
4,36.0,bootstrap,47.21,20.0,9,technical,SaaS,1,1,1.9,1
2,16.1,angels,17.02,69.58,13,technical,SaaS,0,1,13.7,1
6,36.0,seed,85.07,59.75,1,first_time,E-commerce,2,4,23.7,1
4,18.4,angels,0.96,38.13,7,business,E-commerce,1,3,10.5,0
3,9.0,bootstrap,11.02,40.04,1,first_time,AI,1,1,1.2,0
6,36.0,bootstrap,80.19,44.75,10,technical,Healthtech,1,0,4.4,1
4,36.0,angels,69.43,59.51,2,technical,E-commerce,2,0,10.8,0
4,32.5,seed,29.4,65.3,5,technical,E-commerce,1,3,22.6,1
4,19.4,angels,11.5,52.39,12,technical,E-commerce,0,2,11.2,0
3,18.8,bootstrap,14.32,38.48,12,business,AI,0,1,2.8,0
2,21.4,angels,13.79,55.05,4,first_time,Healthtech,0,2,11.0,0
7,36.0,angels,125.02,56.37,8,technical,E-commerce,2,0,11.1,1
1,22.3,bootstrap,29.04,51.42,3,business,SaaS,0,2,0.2,0
3,36.0,seed,89.56,65.85,9,first_time,AI,2,3,25.0,1
6,36.0,bootstrap,64.1,22.75,1,technical,AI,0,0,0.6,0
2,36.0,angels,57.77,47.84,13,business,Fintech,0,3,12.1,0
6,36.0,series_b,500.0,106.31,1,first_time,E-commerce,3,3,42.1,1
6,36.0,angels,25.73,23.2,10,technical,AI,3,2,11.5,1
6,36.0,seed,83.25,38.29,7,first_time,Healthtech,2,1,24.0,1
3,3.4,bootstrap,7.57,48.77,4,first_time,AI,0,0,1.7,1
1,9.0,bootstrap,21.94,57.8,9,business,E-commerce,0,0,3.1,0
8,27.1,bootstrap,15.81,20.0,3,first_time,AI,2,0,2.7,1
3,21.8,seed,17.34,66.51,9,technical,Fintech,1,3,24.3,0
7,36.0,series_a,37.08,74.01,10,technical,AI,3,3,34.1,1
2,18.0,bootstrap,12.4,31.09,7,business,SaaS,0,1,1.1,1
2,5.9,bootstrap,19.93,39.58,6,first_time,Healthtech,1,1,3.8,1
7,36.0,bootstrap,33.85,20.0,7,business,SaaS,1,1,4.0,0
8,36.0,angels,24.23,33.39,15,first_time,SaaS,0,1,14.6,1
7,29.7,seed,22.6,60.48,12,technical,Healthtech,1,4,24.8,1
7,36.0,seed,174.13,62.82,1,technical,SaaS,2,3,23.7,1
2,36.0,series_a,327.98,63.11,5,first_time,Healthtech,3,3,32.2,1
8,12.9,bootstrap,16.99,46.84,1,business,Fintech,2,1,1.5,0
6,36.0,seed,53.24,58.74,4,technical,AI,2,0,24.3,1
2,12.5,angels,3.59,43.67,12,business,AI,1,3,14.6,0
2,14.9,bootstrap,8.92,39.24,13,first_time,AI,0,1,0.5,0
7,33.3,series_a,33.72,78.07,7,first_time,AI,2,3,32.8,0
3,4.0,bootstrap,23.46,47.56,11,technical,AI,0,1,0.6,0
7,28.0,seed,12.04,51.0,6,business,AI,1,1,21.3,0
2,36.0,seed,35.34,44.04,8,business,AI,2,2,21.9,1
3,36.0,series_a,151.88,75.35,13,first_time,Healthtech,2,4,31.6,1
3,36.0,angels,65.23,50.9,5,first_time,Fintech,1,1,13.6,0
3,32.9,bootstrap,9.98,20.0,5,business,SaaS,1,1,0.4,0
6,29.9,series_a,16.83,59.18,3,business,AI,1,4,33.1,0
8,31.1,seed,34.11,67.73,4,business,E-commerce,2,2,22.9,0
8,36.0,angels,41.27,38.63,1,technical,Fintech,3,4,13.9,1
6,36.0,seed,67.98,43.21,13,first_time,SaaS,3,3,20.5,1
2,4.6,bootstrap,2.71,49.48,13,business,Healthtech,0,0,1.7,1
8,33.8,angels,26.93,40.52,7,first_time,E-commerce,3,1,13.5,1
5,36.0,series_a,219.82,97.25,9,first_time,Healthtech,3,3,33.6,1
5,36.0,bootstrap,81.13,35.43,4,business,SaaS,0,1,2.2,1
6,36.0,angels,172.21,54.42,1,first_time,Fintech,2,1,12.3,1
7,24.9,series_b,12.74,91.83,8,business,Fintech,3,3,44.8,1
8,36.0,seed,231.67,25.17,3,business,AI,3,2,21.6,1
5,36.0,series_a,187.68,62.95,13,business,Fintech,2,4,30.8,1
5,36.0,angels,60.43,48.11,5,technical,Healthtech,1,0,14.8,0
6,36.0,series_b,97.71,100.47,12,first_time,Fintech,2,4,44.0,1
3,36.0,bootstrap,7.72,20.0,4,business,Fintech,1,1,1.2,0
3,36.0,angels,51.76,49.2,2,technical,AI,1,1,14.3,1
6,22.8,angels,7.28,33.17,9,first_time,Fintech,1,0,11.3,1
1,19.8,seed,5.55,68.52,3,business,AI,0,3,24.1,0
3,36.0,series_a,296.86,79.71,6,technical,SaaS,2,3,33.1,1
6,19.3,seed,24.59,76.15,5,business,Fintech,2,2,22.4,0
8,36.0,seed,204.76,81.0,14,first_time,E-commerce,3,3,24.6,1
5,13.7,angels,10.37,56.88,8,technical,SaaS,1,2,14.0,0
4,14.8,angels,17.41,62.91,11,first_time,Fintech,1,2,10.6,0
4,19.4,angels,12.04,44.74,9,first_time,SaaS,0,3,13.5,0
6,2.8,bootstrap,15.2,77.35,14,business,E-commerce,0,1,3.9,1
5,36.0,angels,112.79,31.72,7,first_time,AI,1,2,12.7,0
1,36.0,series_a,277.72,72.08,13,business,Fintech,0,4,31.4,1
5,36.0,seed,58.85,78.52,14,business,SaaS,1,3,21.2,1
4,36.0,seed,97.53,76.29,14,technical,AI,3,1,24.9,1
6,14.4,angels,5.91,57.31,11,business,SaaS,2,1,12.2,0
8,14.9,angels,5.39,60.13,15,business,AI,2,1,12.6,0
8,36.0,bootstrap,46.5,20.0,12,technical,E-commerce,1,1,3.0,1
5,13.4,angels,30.2,73.84,5,first_time,Healthtech,2,3,10.5,1
3,36.0,angels,82.22,46.94,3,business,AI,1,0,10.4,1
4,5.4,bootstrap,15.13,53.69,4,technical,SaaS,2,2,1.0,0
2,36.0,bootstrap,21.63,20.0,9,first_time,Fintech,0,0,0.3,1
8,36.0,seed,85.54,68.85,3,first_time,SaaS,3,1,24.5,1
7,36.0,angels,35.5,41.55,4,first_time,SaaS,2,3,10.7,0
7,16.6,angels,29.21,58.58,10,technical,E-commerce,0,2,11.1,1
3,10.0,bootstrap,14.0,39.76,5,business,AI,1,2,2.7,1
3,12.9,angels,8.52,55.49,11,first_time,SaaS,2,3,14.5,1
7,36.0,angels,70.2,34.12,15,technical,E-commerce,1,3,10.2,1
5,15.6,angels,9.58,49.15,2,technical,AI,3,2,11.1,0
6,22.0,angels,13.58,47.3,10,first_time,Fintech,2,1,13.6,1
4,10.0,bootstrap,15.23,42.43,13,technical,Healthtech,2,0,2.6,0
4,36.0,series_a,64.9,94.84,3,technical,AI,1,4,33.0,1
6,19.2,bootstrap,13.41,37.26,12,technical,Fintech,2,1,0.1,0
7,36.0,angels,101.05,30.86,8,first_time,E-commerce,0,0,14.3,1
3,18.4,bootstrap,9.95,36.61,10,first_time,SaaS,0,2,2.9,0
7,36.0,angels,121.08,89.17,1,business,AI,1,1,14.2,1
2,5.0,bootstrap,24.87,59.69,7,technical,E-commerce,0,0,4.8,0
4,36.0,series_a,96.11,35.38,6,business,SaaS,1,4,33.7,1
8,36.0,angels,55.04,50.95,3,technical,SaaS,1,0,10.2,1
8,18.8,seed,20.69,78.98,12,first_time,E-commerce,2,3,23.6,1
8,36.0,bootstrap,25.77,32.27,8,business,Fintech,1,1,2.8,1
3,36.0,bootstrap,46.17,28.1,14,technical,Fintech,1,0,0.5,1
7,36.0,angels,65.52,46.0,3,business,SaaS,1,2,11.4,1
8,15.5,angels,5.56,58.28,11,technical,Fintech,2,1,10.8,1
8,36.0,angels,27.62,32.77,10,business,AI,2,2,14.6,1
1,17.2,series_b,4.02,112.83,10,first_time,AI,1,3,44.0,1
6,36.0,seed,39.34,64.16,5,technical,Fintech,1,3,23.5,1
8,30.8,series_b,23.0,80.97,11,technical,AI,3,4,43.8,0
7,6.5,bootstrap,17.24,51.87,4,technical,SaaS,1,2,3.0,1
2,30.6,seed,2.85,41.82,12,business,E-commerce,2,2,24.3,0
7,36.0,angels,158.23,41.67,7,business,Fintech,1,1,11.1,1
1,36.0,seed,34.49,56.42,8,first_time,AI,0,2,21.3,1
4,36.0,series_b,213.42,127.16,9,business,AI,3,4,43.0,1
6,35.0,seed,21.89,54.72,2,first_time,AI,1,4,24.1,1
4,36.0,series_a,150.02,47.68,6,first_time,SaaS,1,4,34.2,1
6,36.0,seed,37.79,56.27,4,first_time,SaaS,2,2,24.9,1
2,23.0,bootstrap,26.85,41.83,15,business,SaaS,1,0,3.8,0
5,36.0,seed,241.31,76.76,7,technical,Healthtech,2,2,21.2,1
6,36.0,angels,63.2,84.15,1,technical,Fintech,1,1,11.2,0
6,17.2,series_a,16.83,101.1,1,technical,Healthtech,2,4,32.2,1
3,36.0,series_a,264.68,82.82,14,business,E-commerce,3,4,33.3,1
3,36.0,bootstrap,37.05,21.63,3,technical,AI,0,1,2.6,1
3,36.0,bootstrap,54.92,59.36,1,technical,AI,2,2,0.3,0
4,36.0,bootstrap,63.7,29.47,4,technical,Fintech,1,1,2.4,1
5,29.6,angels,17.58,40.13,4,business,AI,1,1,14.1,0
3,21.1,bootstrap,11.18,28.74,2,first_time,E-commerce,0,0,1.2,0
4,36.0,seed,126.35,46.22,15,business,E-commerce,2,3,23.2,1
3,15.0,angels,3.35,43.02,1,technical,SaaS,1,3,11.3,0
2,36.0,series_a,44.71,76.5,11,technical,AI,1,3,32.8,1
6,3.2,bootstrap,12.11,45.96,13,first_time,E-commerce,1,1,3.5,0
7,36.0,angels,116.82,44.18,10,first_time,E-commerce,2,1,11.0,1
3,36.0,bootstrap,79.76,20.0,2,business,SaaS,1,1,3.7,1
7,36.0,series_a,18.75,55.94,11,technical,Healthtech,1,3,33.4,0
5,22.5,bootstrap,19.27,38.14,5,technical,Healthtech,1,1,1.6,0
2,36.0,bootstrap,36.75,36.09,7,technical,SaaS,1,1,4.5,0
3,8.4,bootstrap,11.7,26.69,4,first_time,Fintech,2,0,3.9,1
1,36.0,series_a,89.66,72.99,12,technical,Fintech,1,3,32.6,1
1,7.7,bootstrap,7.29,40.83,9,first_time,Fintech,0,3,0.4,0
3,36.0,seed,128.0,85.86,3,technical,Fintech,2,3,22.2,1
4,36.0,seed,124.99,53.3,7,technical,Healthtech,3,2,21.6,1
7,36.0,seed,49.53,66.33,12,business,E-commerce,3,1,21.3,1
2,4.9,bootstrap,12.05,49.37,15,business,AI,0,1,3.2,0
7,31.0,bootstrap,8.64,23.36,15,business,AI,2,1,4.6,0
2,12.1,angels,4.31,49.77,3,business,SaaS,1,0,10.7,0
2,36.0,bootstrap,22.7,34.43,13,technical,Healthtech,0,1,3.7,0
6,36.0,seed,182.97,45.33,9,first_time,SaaS,2,1,23.1,1
7,16.4,angels,7.53,52.53,12,first_time,E-commerce,2,4,13.3,0
5,32.9,angels,30.6,50.47,6,technical,Healthtech,3,1,14.2,1
1,36.0,bootstrap,59.72,43.33,10,technical,Healthtech,0,2,1.9,1
1,36.0,angels,97.58,32.2,4,business,SaaS,0,1,12.9,1
4,36.0,bootstrap,36.3,35.15,8,first_time,AI,2,1,1.4,0
4,14.2,seed,1.4,85.73,4,technical,AI,2,3,21.4,0
8,10.9,bootstrap,31.47,66.16,6,technical,Healthtech,3,0,2.6,0
3,28.2,series_b,52.42,114.2,7,first_time,Fintech,3,3,40.0,1
2,36.0,seed,126.11,47.34,13,business,Healthtech,0,2,21.2,0
8,2.7,bootstrap,7.05,41.77,10,business,Fintech,1,2,0.8,0
2,13.5,bootstrap,0.09,27.75,10,technical,AI,0,0,0.6,0
1,20.7,bootstrap,19.64,39.26,5,technical,Healthtech,1,2,1.9,0
4,32.6,bootstrap,9.54,23.42,7,business,E-commerce,1,1,0.5,0
4,36.0,bootstrap,24.65,20.0,8,technical,SaaS,0,0,0.8,0
5,36.0,series_a,38.51,74.83,12,business,AI,1,4,33.3,0
8,36.0,seed,131.65,75.84,3,business,SaaS,2,2,23.3,0
8,22.7,bootstrap,19.33,39.32,1,technical,E-commerce,2,2,4.7,0
3,13.2,angels,16.97,56.04,8,business,Fintech,0,0,14.6,1
8,26.6,bootstrap,35.36,38.25,13,business,AI,3,1,4.4,0
6,36.0,series_b,352.48,101.07,12,business,Healthtech,3,3,43.5,1
1,36.0,bootstrap,63.78,42.94,13,first_time,Fintech,1,1,1.3,1
8,36.0,seed,334.99,60.88,6,first_time,AI,2,2,20.9,1
2,36.0,seed,103.76,66.24,4,first_time,Healthtech,1,1,24.7,0
5,6.1,bootstrap,26.53,61.15,10,technical,Fintech,0,0,4.8,0
7,5.0,bootstrap,2.2,37.13,1,business,AI,2,0,2.5,0
2,17.2,angels,14.68,50.64,14,technical,AI,0,1,12.7,0
3,36.0,series_a,42.82,81.54,11,business,AI,0,2,30.0,1
4,36.0,angels,44.69,46.73,8,first_time,AI,1,2,10.7,0
8,36.0,seed,151.97,58.47,3,business,AI,3,3,22.7,1
2,36.0,seed,53.56,68.13,4,first_time,Fintech,1,2,20.9,1
6,36.0,series_a,33.89,72.41,15,first_time,E-commerce,2,3,32.4,0
4,36.0,angels,28.94,47.82,1,business,Fintech,1,1,14.0,0
1,18.5,angels,2.1,38.14,1,first_time,AI,1,0,14.0,0
6,29.7,seed,26.77,66.62,6,business,E-commerce,1,2,24.3,1
7,5.0,bootstrap,1.2,43.76,4,technical,Healthtech,2,1,1.2,0
5,36.0,series_a,86.08,76.82,11,first_time,E-commerce,2,4,32.2,1
2,36.0,bootstrap,73.4,20.0,1,technical,SaaS,0,0,3.1,1
2,10.7,bootstrap,15.26,43.86,12,business,SaaS,1,0,2.9,0
4,36.0,series_a,165.62,81.8,12,first_time,SaaS,2,3,35.0,1
5,36.0,bootstrap,32.62,20.1,4,first_time,AI,0,0,1.4,0
5,24.4,bootstrap,27.1,46.6,9,first_time,Fintech,0,0,0.4,1
2,36.0,bootstrap,50.33,20.0,11,first_time,SaaS,1,0,1.9,0
5,36.0,angels,49.0,65.68,13,first_time,Fintech,2,4,12.6,1
3,36.0,series_a,115.09,79.14,11,technical,E-commerce,2,3,31.9,1
6,26.2,bootstrap,11.65,20.0,15,technical,E-commerce,0,0,1.6,0
7,36.0,bootstrap,38.04,37.67,2,business,SaaS,0,1,1.3,1
6,14.9,angels,12.38,43.91,10,technical,Healthtech,1,2,12.1,1
1,36.0,series_b,185.05,86.65,12,first_time,Fintech,2,2,43.4,1
8,36.0,bootstrap,107.68,23.93,4,business,E-commerce,2,3,0.7,1
1,35.1,series_b,44.66,93.09,4,first_time,Healthtech,0,3,44.3,1
8,36.0,series_a,159.93,72.72,2,business,Healthtech,2,3,33.2,1
1,36.0,bootstrap,39.46,20.0,15,business,SaaS,1,0,0.5,1
5,17.8,series_a,8.83,99.08,13,technical,E-commerce,0,3,30.1,1
1,36.0,seed,98.61,61.33,2,technical,SaaS,1,2,20.3,1
1,36.0,angels,41.6,39.02,4,business,E-commerce,1,1,10.5,0
6,36.0,angels,36.75,33.07,7,first_time,Healthtech,2,2,13.2,1
6,36.0,series_a,246.02,91.56,14,first_time,SaaS,2,4,34.7,1
1,36.0,seed,33.93,45.52,13,first_time,Fintech,1,2,20.7,0
8,36.0,seed,339.01,67.01,14,business,E-commerce,3,3,21.4,1
3,36.0,series_b,105.38,86.25,13,business,AI,2,4,44.3,1
3,21.5,angels,4.64,42.12,10,technical,AI,2,0,12.5,1
3,26.4,series_a,11.26,63.45,5,first_time,AI,1,4,32.1,0
4,36.0,series_a,203.44,70.7,10,business,AI,2,4,32.4,1
2,36.0,bootstrap,40.67,35.13,8,first_time,Fintech,0,1,0.5,1
4,21.0,bootstrap,33.67,38.53,15,business,SaaS,1,1,1.1,1
2,17.5,angels,5.29,38.22,7,business,Fintech,1,2,14.8,1
1,36.0,series_a,119.13,78.64,12,technical,SaaS,1,4,33.2,1
3,36.0,bootstrap,154.72,48.33,3,business,SaaS,0,2,1.4,0
6,36.0,seed,126.3,40.06,11,first_time,SaaS,2,1,24.7,1
7,3.9,bootstrap,8.04,34.91,7,technical,AI,2,1,2.0,0
3,36.0,angels,86.76,35.74,7,business,SaaS,0,2,10.7,1
3,25.9,seed,6.27,49.21,12,business,Fintech,2,2,24.8,0
7,10.2,bootstrap,10.23,38.92,8,business,SaaS,1,1,3.3,0
6,36.0,series_a,281.37,71.82,1,first_time,AI,1,4,33.8,1
7,36.0,bootstrap,43.34,20.0,6,technical,E-commerce,1,1,0.1,0
8,36.0,series_a,177.25,99.86,15,first_time,Healthtech,2,4,31.4,1
7,6.4,bootstrap,29.57,48.8,15,first_time,Fintech,2,1,4.7,1
8,36.0,series_b,300.11,66.02,10,technical,Fintech,2,3,40.8,1
4,36.0,seed,30.23,42.88,10,business,Fintech,2,0,24.4,1
4,36.0,bootstrap,77.34,43.9,4,technical,E-commerce,0,0,3.9,1
3,36.0,bootstrap,43.48,30.73,12,technical,Healthtech,0,1,1.9,0
2,2.5,bootstrap,2.47,57.51,9,technical,SaaS,0,1,4.4,1
6,36.0,angels,97.27,59.25,1,technical,Healthtech,2,3,14.6,0
6,36.0,series_a,98.7,84.49,15,technical,AI,2,2,34.3,1
7,36.0,angels,47.48,34.67,13,business,E-commerce,2,1,12.0,0
2,36.0,angels,98.8,57.37,2,technical,SaaS,1,4,12.9,1
4,36.0,angels,25.78,30.86,7,first_time,Fintech,1,4,11.5,0
2,12.5,angels,4.59,69.58,12,technical,Healthtech,0,3,10.6,1
8,36.0,seed,285.11,71.33,12,first_time,AI,3,2,24.5,1
3,36.0,angels,187.91,37.63,3,business,SaaS,1,3,14.9,1
2,36.0,seed,131.39,77.07,1,business,E-commerce,0,4,20.3,1
5,36.0,series_b,228.44,128.62,15,technical,Healthtech,2,4,43.4,1
8,36.0,angels,93.77,46.74,14,first_time,AI,1,0,14.7,1
8,36.0,bootstrap,137.92,43.26,12,first_time,SaaS,2,1,3.0,1
1,3.8,bootstrap,2.52,28.52,10,technical,Healthtech,0,2,0.2,0
3,18.5,angels,2.99,51.28,11,business,SaaS,2,2,10.1,0
2,24.8,bootstrap,8.92,20.0,7,technical,Fintech,1,1,2.5,0
3,36.0,series_b,133.69,94.99,11,technical,Healthtech,2,3,44.7,1
5,36.0,seed,126.54,65.65,5,technical,SaaS,2,2,21.4,1
3,25.3,angels,42.67,76.98,2,business,E-commerce,1,1,11.8,1
1,36.0,seed,98.43,38.07,5,first_time,E-commerce,1,2,24.0,1
5,13.4,bootstrap,16.75,30.79,5,technical,E-commerce,0,1,4.0,0
1,36.0,series_a,75.84,99.32,5,first_time,SaaS,2,3,34.7,1
2,8.0,bootstrap,12.87,31.37,8,technical,Healthtech,0,1,4.2,1
1,36.0,seed,82.0,62.43,2,technical,AI,2,3,23.0,1
1,27.9,series_b,19.72,82.5,7,business,Healthtech,2,3,44.7,1
4,25.9,seed,7.42,51.01,7,first_time,Healthtech,2,2,23.1,1
7,36.0,series_a,81.86,52.61,3,business,Healthtech,1,2,33.0,0
7,36.0,angels,25.37,40.56,7,first_time,AI,2,1,10.1,1
1,36.0,series_a,52.09,65.16,11,business,SaaS,0,2,32.3,0
1,36.0,angels,134.43,51.77,7,business,Fintech,1,2,10.2,1
3,36.0,seed,486.06,53.18,1,business,E-commerce,1,4,24.5,1
6,36.0,bootstrap,26.9,27.81,11,first_time,SaaS,2,1,0.1,1
6,7.1,bootstrap,4.86,28.22,9,technical,Healthtech,2,0,1.5,1
7,36.0,angels,88.88,49.28,7,first_time,SaaS,1,1,15.0,1
3,36.0,bootstrap,22.94,27.07,1,technical,AI,2,0,4.0,0
2,36.0,seed,125.07,49.07,2,first_time,Healthtech,1,2,23.8,1
